"id","Model","est_beta0","est_beta1","est_beta2","Design","Covar","ValProp","Truth"
7,"X4",2.96090656421768,0.226150940161142,0.459910181883798,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
7,"X5",4.04271361372646,0.282663228899077,0.369046250459758,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
8,"X1",0.0126914111306792,0.276283629761601,-0.0295277357399778,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
8,"X2",0.927081659644117,0.248068863369584,0.164413363928171,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
8,"X3",1.9364469719181,0.27599879943399,0.276197969126726,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
8,"X4",2.93102021407404,0.161362040529319,0.469779498339415,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
8,"X5",4.02540346921923,0.145056463414106,0.583720345186738,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
9,"X1",-0.035874159963615,0.254433441403812,0.0527556081364258,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
9,"X2",1.01837814158848,0.18657621834346,0.205622500131178,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
9,"X3",2.04618236718469,0.138543559038255,0.347108424945569,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
9,"X4",3.03563149096694,0.148524007307893,0.399178103291752,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
9,"X5",3.9754583071564,0.260175093944186,0.589504913914601,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
10,"X1",-0.0363204501420673,0.179118501523662,0.106451827683391,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
10,"X2",0.997075448175065,0.243548795423255,0.27877243523027,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
10,"X3",2.05367096455229,0.215980299140624,0.255780034698112,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
10,"X4",2.98393257007704,0.24110553837567,0.385080996704839,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
10,"X5",4.04788603932917,0.250358152009801,0.29361563393856,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
11,"X1",-7.87137758747039e-06,0.18531696769821,0.0257031646878538,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
11,"X2",1.03247943436072,0.135569874896127,0.201743612042104,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
11,"X3",2.07872713423737,0.156740023491395,0.343015156336347,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
11,"X4",3.01211128798401,0.288635782830048,0.326981109334855,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
11,"X5",3.93157291672251,0.301865167055034,0.431510474838925,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
12,"X1",-0.0184581853758894,0.194174026828301,0.0716973498191392,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
12,"X2",0.975568037842505,0.163922167212288,0.294820074273441,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
12,"X3",1.95147964884444,0.213856553539093,0.388871585699202,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
12,"X4",2.91135122267545,0.215355270841997,0.524626675256927,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
12,"X5",4.07344882069635,0.243247405345737,0.27375680722784,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
13,"X1",-0.0265617579361334,0.183238741308165,0.156285397390602,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
13,"X2",1.00668841673473,0.29043994367337,0.128307317889597,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
13,"X3",1.94119540237774,0.323498239910944,0.145411760636194,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
13,"X4",3.00916003021907,0.202496522678685,0.460966377946676,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
13,"X5",3.93409267073131,0.22402359977155,0.571894217459619,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
14,"X1",-0.0739128681283555,0.230889247905085,0.148640333903332,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
14,"X2",0.995784816134596,0.191445651558245,0.292557022591433,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
14,"X3",1.94719717033316,0.200178272610912,0.342704796195541,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
14,"X4",2.99400354283099,0.199666059250004,0.3708321211723,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
14,"X5",3.98254396998208,0.238881596068119,0.466131884105556,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
15,"X1",0.0565449690741259,0.236919643214505,0.0702663077476729,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
15,"X2",1.02149116721351,0.232690968506265,0.151804645068867,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
15,"X3",1.99987501165448,0.172537473982792,0.399845488852525,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
15,"X4",3.01371950025852,0.174978831066402,0.426095647965244,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
15,"X5",4.01099049095168,0.110876517308823,0.583018729363999,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
16,"X1",0.0102951047048152,0.196001112541424,-0.00236405789350031,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
16,"X2",1.03039498992588,0.211781259708261,0.155164814127307,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
16,"X3",1.94349066442458,0.258009481635368,0.332920792141859,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
16,"X4",3.02563354930631,0.178591806546058,0.439573070675613,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
16,"X5",4.0458451684402,0.249444721961768,0.268025275914642,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
17,"X1",0.00935351148477454,0.187533898685601,0.183458678299156,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
17,"X2",1.04332647867281,0.156846213464287,0.234060971406609,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
17,"X3",1.96810618387573,0.261253032356605,0.332371063563587,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
17,"X4",2.97997323972634,0.176959561100165,0.502588798218422,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
17,"X5",4.04144189976272,0.162150459058995,0.567848106190993,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
18,"X1",0.0288305156160803,0.121051735954722,0.265914253698258,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
18,"X2",1.02761121436499,0.200232291522648,0.148158828379478,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
18,"X3",2.01786641610437,0.20870330216971,0.357129542300183,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
18,"X4",2.98600109339701,0.187558427694052,0.434670568606182,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
18,"X5",3.99611602289525,0.154165230934024,0.468179985825137,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
19,"X1",0.0500305671604109,0.181528548827701,0.0616159718959257,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
19,"X2",1.00206263472527,0.192174294895367,0.234214052291269,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
19,"X3",2.03221304562777,0.180322041555655,0.367134895024631,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
19,"X4",2.93252896967684,0.178377579564197,0.504042384725215,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
19,"X5",4.01640356158577,0.132660663781927,0.543033046825997,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
20,"X1",-0.0123169525503206,0.265118662936147,0.0824174118222313,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
20,"X2",0.974827967703566,0.151590641222294,0.3855613700736,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
20,"X3",1.96819417170068,0.169065746666707,0.272429828410698,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
20,"X4",2.97760082411684,0.165393455958461,0.442439900877099,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
20,"X5",4.00254539449245,0.179653309476137,0.390940645793891,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
21,"X1",0.0358058912799288,0.252762790534675,-0.0740905865273385,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
21,"X2",1.03555803260428,0.238446053779319,0.188985822898219,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
21,"X3",1.9888156257196,0.232117389697281,0.321476107609182,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
21,"X4",2.93330487160158,0.222342267015468,0.415053713928583,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
21,"X5",3.95485712809052,0.175331242842083,0.633168021208758,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
22,"X1",-0.00525632104940553,0.17919571487787,0.163035207355325,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
22,"X2",0.983568649026597,0.158627738862276,0.177929212275096,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
22,"X3",1.98093898516503,0.201297275442108,0.367656245177161,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
22,"X4",3.07045588400771,0.217891639176323,0.293094789332931,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
22,"X5",3.92849843106197,0.137081001049138,0.65904015454075,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
23,"X1",0.0243613699659194,0.174937591311452,0.0153399701793033,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
23,"X2",1.00831222175514,0.245519008117732,0.102180680651109,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
23,"X3",2.02246498446021,0.163495144118105,0.383185849583606,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
23,"X4",3.05338950850968,0.120751611696388,0.437172075830574,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
23,"X5",3.99745355715314,0.257930830953194,0.24021963797678,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
24,"X1",-0.0252160531130461,0.186653670041232,0.107367199663696,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
24,"X2",1.03102480206253,0.170183287017757,0.139045948958435,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
24,"X3",1.98238351370641,0.276539514600058,0.236367278580216,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
24,"X4",2.99072610517486,0.187434090801827,0.432289254737081,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
24,"X5",3.9823538623756,0.274657028160854,0.420688953554798,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
25,"X1",0.0141240265381667,0.184601915828926,0.0244931601355655,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
25,"X2",0.927249478833529,0.156313771910959,0.336518938894752,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
25,"X3",1.9666960051924,0.161522056806041,0.378784496675,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
25,"X4",2.99241836238829,0.19275554440815,0.372561635842641,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
25,"X5",3.95979785292082,0.220114818929854,0.501469543202123,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
26,"X1",0.0178792495438095,0.248782508749211,-0.0715095000657487,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
26,"X2",1.03589515663866,0.179496140545619,0.151401246872116,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
26,"X3",1.96177616076865,0.233106956499889,0.16780765391631,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
26,"X4",2.95885216992857,0.24631708760115,0.430957321717665,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
26,"X5",3.96654367057319,0.178856674993179,0.602321080594677,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
27,"X1",-0.0336644454535525,0.201704047607939,0.124948649271632,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
27,"X2",0.970700922797093,0.17907167503078,0.152535951415878,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
27,"X3",2.08727754805669,0.262199472779452,0.183419044460062,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
27,"X4",3.00346313084945,0.244050584093166,0.346347416801022,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
27,"X5",3.98771467614978,0.203352295993831,0.434116946753581,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
28,"X1",-0.0491561738191403,0.224782460745701,-0.0133055854228091,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
28,"X2",0.994695553811459,0.188935654278451,0.306403460830292,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
28,"X3",1.9649131002536,0.267664947969674,0.253331840416784,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
28,"X4",3.02389010211011,0.264719153840881,0.393919482275741,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
28,"X5",3.95077886322769,0.227600883556627,0.517544418237715,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
29,"X1",0.0215266537763929,0.182539208996273,0.210008201826093,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
29,"X2",1.0297549157393,0.244695981388077,0.0621233862327189,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
29,"X3",1.97365952658988,0.211767202050166,0.375219884678857,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
29,"X4",2.90893648054571,0.259627170546607,0.425565315114875,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
29,"X5",4.07328324549811,0.233586448424678,0.368809646856958,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
30,"X1",-0.0213626916454239,0.240634203447009,0.00965921725723119,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
30,"X2",0.952580405062775,0.202959499244042,0.304009090282665,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
30,"X3",1.96197460819964,0.223472301158613,0.327869471136935,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
30,"X4",2.9647136471733,0.202506901596621,0.494912887666266,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
30,"X5",4.06345740477948,0.194174574013953,0.359454421233054,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
31,"X1",-0.0286719190266716,0.252282060274098,0.0351788412822719,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
31,"X2",1.02194842869376,0.165769184248706,0.306004782446753,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
31,"X3",1.95310493737575,0.185939011583997,0.320970692744713,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
31,"X4",2.98283327794625,0.242070786873562,0.417775484959479,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
31,"X5",4.07321927337934,0.130416400868684,0.508979119714359,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
32,"X1",-0.0344239576455738,0.250510290709058,0.156103328508052,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
32,"X2",1.05614433118235,0.237709982153976,0.0543165205747853,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
32,"X3",1.96733147063521,0.17143327333306,0.402806225349214,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
32,"X4",3.04691070023602,0.230334374568077,0.363226608034047,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
32,"X5",4.04732133423418,0.328872962673029,0.414429060883263,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
33,"X1",0.0530862607655013,0.192715889500332,-0.0213790443723244,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
33,"X2",1.0362533286251,0.181644975735934,0.246777539814504,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
33,"X3",2.04112586200191,0.143244565543331,0.368990799289433,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
33,"X4",3.07868781682216,0.233872661367566,0.297234835447695,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
33,"X5",3.97394474584828,0.139436701769898,0.675266373596236,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
34,"X1",-0.00220664932940294,0.174806538578392,0.0736356720968727,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
34,"X2",1.00587958490671,0.138502481595019,0.329327763591031,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
34,"X3",1.96377939073391,0.218389969318047,0.233022455209239,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
34,"X4",3.00023493977475,0.252234422796547,0.314439214223386,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
34,"X5",3.99689731798846,0.249632540867888,0.414600531663964,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
35,"X1",-0.0048522593913377,0.166880985267272,0.18782458835915,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
35,"X2",1.0007863596157,0.143469096893617,0.286072801741704,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
35,"X3",2.01816027552947,0.213033956483317,0.39217691579387,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
35,"X4",2.9358976916655,0.1388150535583,0.580902034671257,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
35,"X5",4.00171883422941,0.17935122091085,0.475992387597909,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
36,"X1",0.0241525120389178,0.178313664828087,0.143389413906523,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
36,"X2",1.02137120696649,0.14655118440691,0.298139809276376,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
36,"X3",1.97526471798301,0.18944861387811,0.33202360030915,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
36,"X4",3.02867380038673,0.138805292938402,0.46273126172709,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
36,"X5",3.99420764070409,0.210634884239855,0.427823886488855,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
37,"X1",-0.0109379110432556,0.167735356241814,0.0971171541188887,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
37,"X2",1.00246457331038,0.228728200811697,0.0753078770992216,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
37,"X3",2.02463651557933,0.124817542563672,0.401981783993579,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
37,"X4",3.05759253208528,0.205677515928246,0.203679427299612,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
37,"X5",3.95198649156162,0.287896533979408,0.559378930501363,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
38,"X1",-0.0429557069310339,0.168019645805665,0.0863839673533916,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
38,"X2",1.03038384790224,0.187627966240067,0.159940786228844,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
38,"X3",2.01373514122204,0.179119088792293,0.315467792991021,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
38,"X4",2.9952788469247,0.173880904528853,0.474173259050313,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
38,"X5",4.02403321591222,0.210271571395858,0.534145814351151,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
39,"X1",-0.047638692018029,0.223682364398966,0.179445764970369,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
39,"X2",0.965002844079334,0.17569986138374,0.209152449090725,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
39,"X3",2.0218585093758,0.1388486199316,0.291126456998091,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
39,"X4",2.90053483600194,0.226046159870652,0.435447606362817,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
39,"X5",4.00581242061009,0.173528221666438,0.55863836462519,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
40,"X1",0.0651916685485464,0.157617026358087,0.184864089554944,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
40,"X2",0.934741296120921,0.154868563737934,0.364989197348324,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
40,"X3",1.91097005604619,0.224961758474243,0.46634724773533,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
40,"X4",2.98831633132972,0.150783553710228,0.50792736189319,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
40,"X5",4.00141452293636,0.208410446978474,0.665912511383289,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
41,"X1",-0.00604347508644393,0.180165396781683,0.133908212744256,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
41,"X2",0.977992117686858,0.208226505361732,0.162182794048995,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
41,"X3",1.96884918312735,0.237371689447857,0.244859729980549,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
41,"X4",2.92645672562458,0.200226809323099,0.473947973096647,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
41,"X5",3.97116466876189,0.198800455350966,0.567383641323797,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
42,"X1",0.0103835793945497,0.24331115472331,0.0580291570416432,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
42,"X2",0.922928499010974,0.107672246468135,0.240926638248558,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
42,"X3",1.95590558154724,0.201887289263426,0.24339547211257,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
42,"X4",2.98371800618009,0.181839862085868,0.425975562034878,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
42,"X5",3.96572400429558,0.190226056370753,0.625337321100895,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
43,"X1",0.01400572624243,0.268531709929116,-0.0178019628497489,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
43,"X2",1.04901774927674,0.202493125416353,0.148627818627945,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
43,"X3",1.98506067854564,0.18698503253128,0.287009903557798,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
43,"X4",2.98209180248328,0.175472379605058,0.405533320972068,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
43,"X5",4.0269828411373,0.263901129654016,0.316169678674802,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
44,"X1",-0.0333576168316815,0.224589549930889,0.160588338631892,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
44,"X2",0.95830607127125,0.1847360218093,0.315320651412812,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
44,"X3",1.94531945966513,0.230848139375845,0.324911184566822,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
44,"X4",2.96966824408246,0.199679333267899,0.557040566182337,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
44,"X5",4.01992781647857,0.187128949756165,0.557881922239159,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
45,"X1",-0.0485965006364587,0.146278264034348,0.0705432331201394,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
45,"X2",0.964527913713084,0.286473985185997,0.169509455400972,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
45,"X3",2.04913433840595,0.186172905202813,0.335862650735089,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
45,"X4",3.03310924916629,0.138305513377145,0.49780212763052,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
45,"X5",4.04456923973287,0.192217016136727,0.502863408727507,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
46,"X1",0.0582004506021382,0.177361126532169,0.0260008632317891,"SRS","Dependent Covariates (Equal Covariance)",0.1,0.2
